token,dim_id,trial_index,label,updated_at,is_submitted
9Ah0BdtigtJmwtkt,dimension_02,2,"animal, face, animal, eyes",2026-04-29T07:38:58.780004+00:00,0
9Ah0BdtigtJmwtkt,dimension_10,3,"straight, lines, scene",2026-04-29T07:39:37.979101+00:00,0
9Ah0BdtigtJmwtkt,dimension_14,4,"straight, pattern, colorful",2026-04-29T07:40:00.100860+00:00,0
9Ah0BdtigtJmwtkt,dimension_12,5,"face, human, portrait",2026-04-29T07:40:21.545722+00:00,0
9Ah0BdtigtJmwtkt,dimension_04,6,"outdoors, tree, nature",2026-04-29T07:40:35.063309+00:00,0
9Ah0BdtigtJmwtkt,dimension_09,7,"legs, clothes, limbs",2026-04-29T07:40:55.635366+00:00,0
9Ah0BdtigtJmwtkt,dimension_13,8,"round, center, disk",2026-04-29T07:41:52.011934+00:00,0
9Ah0BdtigtJmwtkt,dimension_15,9,"clothes, skirt, pants",2026-04-29T07:42:18.934349+00:00,0
9Ah0BdtigtJmwtkt,dimension_05,10,"fingers, tools, hands",2026-04-29T07:42:30.638544+00:00,0
9Ah0BdtigtJmwtkt,dimension_01,11,"food, kitchen, round",2026-04-29T07:42:43.021163+00:00,0
9Ah0BdtigtJmwtkt,dimension_06,12,"long, legs, clothes",2026-04-29T07:43:17.495841+00:00,0
9Ah0BdtigtJmwtkt,dimension_11,13,"round, single object, center",2026-04-29T07:43:46.365592+00:00,0
9Ah0BdtigtJmwtkt,dimension_03,14,"small, round, colorful, pattern",2026-04-29T07:44:05.251270+00:00,0
9Ah0BdtigtJmwtkt,dimension_08,15,"metal, hard, round",2026-04-29T07:44:16.088952+00:00,0
9Ah0BdtigtJmwtkt,dimension_07,1,"body parts, soft, smooth",2026-04-29T07:44:19.128336+00:00,1
9Ah0BdtigtJmwtkt,dimension_02,2,"animal, face, animal, eyes",2026-04-29T07:44:19.137973+00:00,1
9Ah0BdtigtJmwtkt,dimension_10,3,"straight, lines, scene",2026-04-29T07:44:19.145984+00:00,1
9Ah0BdtigtJmwtkt,dimension_14,4,"straight, pattern, colorful",2026-04-29T07:44:19.156653+00:00,1
9Ah0BdtigtJmwtkt,dimension_12,5,"face, human, portrait",2026-04-29T07:44:19.162888+00:00,1
9Ah0BdtigtJmwtkt,dimension_04,6,"outdoors, tree, nature",2026-04-29T07:44:19.166551+00:00,1
9Ah0BdtigtJmwtkt,dimension_09,7,"legs, clothes, limbs",2026-04-29T07:44:19.172997+00:00,1
9Ah0BdtigtJmwtkt,dimension_13,8,"round, center, disk",2026-04-29T07:44:19.181367+00:00,1
9Ah0BdtigtJmwtkt,dimension_15,9,"clothes, skirt, pants",2026-04-29T07:44:19.185048+00:00,1
9Ah0BdtigtJmwtkt,dimension_05,10,"fingers, tools, hands",2026-04-29T07:44:19.188576+00:00,1
9Ah0BdtigtJmwtkt,dimension_01,11,"food, kitchen, round",2026-04-29T07:44:19.195397+00:00,1
9Ah0BdtigtJmwtkt,dimension_06,12,"long, legs, clothes",2026-04-29T07:44:19.201875+00:00,1
9Ah0BdtigtJmwtkt,dimension_11,13,"round, single object, center",2026-04-29T07:44:19.206373+00:00,1
9Ah0BdtigtJmwtkt,dimension_03,14,"small, round, colorful, pattern",2026-04-29T07:44:19.209624+00:00,1
9Ah0BdtigtJmwtkt,dimension_08,15,"metal, hard, round",2026-04-29T07:44:19.215465+00:00,1
9ZyycCVPeg6ttYcS,dimension_02,1,"animals, eyes, faces",2026-04-29T14:07:22.394674+00:00,0
9ZyycCVPeg6ttYcS,dimension_04,2,"sky, outdoors, horizont",2026-04-29T14:08:09.660991+00:00,0
9ZyycCVPeg6ttYcS,dimension_13,3,"round, circle, curvy",2026-04-29T14:08:24.261219+00:00,0
9ZyycCVPeg6ttYcS,dimension_09,4,"body part, people, body",2026-04-29T14:09:26.435638+00:00,0
9ZyycCVPeg6ttYcS,dimension_14,5,"detailed, patterned, chaotic",2026-04-29T14:10:12.923964+00:00,0
9ZyycCVPeg6ttYcS,dimension_12,6,"faces, people, body part",2026-04-29T14:10:33.107346+00:00,0
9ZyycCVPeg6ttYcS,dimension_05,7,"fingers, hands, uniform_background",2026-04-29T14:11:15.150215+00:00,0
9ZyycCVPeg6ttYcS,dimension_07,8,"hair, body part, people",2026-04-29T14:11:56.781241+00:00,0
9ZyycCVPeg6ttYcS,dimension_01,9,"dish, round, food-related",2026-04-29T14:12:29.629919+00:00,0
9ZyycCVPeg6ttYcS,dimension_06,10,"legs, arms, body part",2026-04-29T14:12:43.109475+00:00,0
9ZyycCVPeg6ttYcS,dimension_03,11,"small, many things, coarse-scaled, pattern, colorful",2026-04-29T14:12:59.706890+00:00,0
9ZyycCVPeg6ttYcS,dimension_15,12,"feet, standinging, upright",2026-04-29T14:13:24.646407+00:00,0
9ZyycCVPeg6ttYcS,dimension_08,13,"metal, artificial, curvy",2026-04-29T14:13:38.857206+00:00,0
9ZyycCVPeg6ttYcS,dimension_11,14,"center, close, center",2026-04-29T14:14:34.402039+00:00,0
9ZyycCVPeg6ttYcS,dimension_10,15,"rectangular, boxy, grid, pattern",2026-04-29T14:15:08.044348+00:00,0
9ZyycCVPeg6ttYcS,dimension_05,7,"fingers, hands, uniform background",2026-04-29T14:15:18.470768+00:00,0
9ZyycCVPeg6ttYcS,dimension_07,8,"hair, body part, people",2026-04-29T14:15:19.784396+00:00,0
9ZyycCVPeg6ttYcS,dimension_01,9,"dish, round, food-related",2026-04-29T14:15:22.218206+00:00,0
9ZyycCVPeg6ttYcS,dimension_06,10,"legs, arms, body part",2026-04-29T14:15:23.797829+00:00,0
9ZyycCVPeg6ttYcS,dimension_03,11,"small, many things, coarse-scaled, pattern, colorful",2026-04-29T14:15:24.766734+00:00,0
9ZyycCVPeg6ttYcS,dimension_15,12,"feet, standinging, upright",2026-04-29T14:15:25.958546+00:00,0
9ZyycCVPeg6ttYcS,dimension_08,13,"metal, artificial, curvy",2026-04-29T14:15:27.200056+00:00,0
9ZyycCVPeg6ttYcS,dimension_11,14,"center, close, center",2026-04-29T14:15:28.987644+00:00,0
9ZyycCVPeg6ttYcS,dimension_10,15,"rectangular, boxy, grid, pattern",2026-04-29T14:15:29.982230+00:00,0
9ZyycCVPeg6ttYcS,dimension_02,1,"animals, eyes, faces",2026-04-29T14:15:54.276523+00:00,1
9ZyycCVPeg6ttYcS,dimension_04,2,"sky, outdoors, horizont",2026-04-29T14:15:54.282946+00:00,1
9ZyycCVPeg6ttYcS,dimension_13,3,"round, circle, curvy",2026-04-29T14:15:54.286470+00:00,1
9ZyycCVPeg6ttYcS,dimension_09,4,"body part, people, body",2026-04-29T14:15:54.290615+00:00,1
9ZyycCVPeg6ttYcS,dimension_14,5,"detailed, patterned, chaotic",2026-04-29T14:15:54.294594+00:00,1
9ZyycCVPeg6ttYcS,dimension_12,6,"faces, people, body part",2026-04-29T14:15:54.298634+00:00,1
9ZyycCVPeg6ttYcS,dimension_05,7,"fingers, hands, uniform background",2026-04-29T14:15:54.302661+00:00,1
9ZyycCVPeg6ttYcS,dimension_07,8,"hair, body part, people",2026-04-29T14:15:54.305922+00:00,1
9ZyycCVPeg6ttYcS,dimension_01,9,"dish, round, food-related",2026-04-29T14:15:54.311074+00:00,1
9ZyycCVPeg6ttYcS,dimension_06,10,"legs, arms, body part",2026-04-29T14:15:54.314714+00:00,1
9ZyycCVPeg6ttYcS,dimension_03,11,"small, many things, coarse-scaled, pattern, colorful",2026-04-29T14:15:54.319738+00:00,1
9ZyycCVPeg6ttYcS,dimension_15,12,"feet, standinging, upright",2026-04-29T14:15:54.324360+00:00,1
9ZyycCVPeg6ttYcS,dimension_08,13,"metal, artificial, curvy",2026-04-29T14:15:54.328613+00:00,1
9ZyycCVPeg6ttYcS,dimension_11,14,"center, close, center",2026-04-29T14:15:54.332371+00:00,1
9ZyycCVPeg6ttYcS,dimension_10,15,"rectangular, boxy, grid, pattern",2026-04-29T14:15:54.337290+00:00,1
AP8LrkXSwymYpob5,dimension_05,1,"nails, fingers, hands",2026-04-30T14:20:51.486620+00:00,0
AP8LrkXSwymYpob5,dimension_02,2,"animal, dark, face",2026-04-30T14:22:02.695534+00:00,0
AP8LrkXSwymYpob5,dimension_14,3,"collage, colorful, creative",2026-04-30T14:22:39.116959+00:00,0
AP8LrkXSwymYpob5,dimension_10,4,"material, objects, man-made",2026-04-30T14:23:08.919093+00:00,0
AP8LrkXSwymYpob5,dimension_07,5,"body, face, hair",2026-04-30T14:23:33.745457+00:00,0
AP8LrkXSwymYpob5,dimension_01,6,"food, breakfast, eating",2026-04-30T14:24:08.560757+00:00,0
AP8LrkXSwymYpob5,dimension_04,7,"tree, green, nature",2026-04-30T14:24:21.622222+00:00,0
AP8LrkXSwymYpob5,dimension_09,8,"body, legs, clothing",2026-04-30T14:24:36.699663+00:00,0
AP8LrkXSwymYpob5,dimension_15,9,"legs, clothing, objects",2026-04-30T14:25:00.003514+00:00,0
AP8LrkXSwymYpob5,dimension_06,10,"body, legs, clothing",2026-04-30T14:25:15.282230+00:00,0
AP8LrkXSwymYpob5,dimension_11,11,"objects, man-made, shape",2026-04-30T14:25:46.726905+00:00,0
AP8LrkXSwymYpob5,dimension_03,12,"objects, small, man-made",2026-04-30T14:26:02.805599+00:00,0
AP8LrkXSwymYpob5,dimension_12,13,"face, body, hair",2026-04-30T14:26:15.049771+00:00,0
AP8LrkXSwymYpob5,dimension_13,14,"round, shape, dark",2026-04-30T14:27:07.996022+00:00,0
AP8LrkXSwymYpob5,dimension_08,15,"objects, dark, material",2026-04-30T14:27:29.748659+00:00,0
AP8LrkXSwymYpob5,dimension_05,1,"nails, fingers, hands",2026-04-30T14:27:32.987832+00:00,1
AP8LrkXSwymYpob5,dimension_02,2,"animal, dark, face",2026-04-30T14:27:32.991737+00:00,1
AP8LrkXSwymYpob5,dimension_14,3,"collage, colorful, creative",2026-04-30T14:27:32.995249+00:00,1
AP8LrkXSwymYpob5,dimension_10,4,"material, objects, man-made",2026-04-30T14:27:32.998832+00:00,1
AP8LrkXSwymYpob5,dimension_07,5,"body, face, hair",2026-04-30T14:27:33.002198+00:00,1
AP8LrkXSwymYpob5,dimension_01,6,"food, breakfast, eating",2026-04-30T14:27:33.005723+00:00,1
AP8LrkXSwymYpob5,dimension_04,7,"tree, green, nature",2026-04-30T14:27:33.009297+00:00,1
AP8LrkXSwymYpob5,dimension_09,8,"body, legs, clothing",2026-04-30T14:27:33.012851+00:00,1
AP8LrkXSwymYpob5,dimension_15,9,"legs, clothing, objects",2026-04-30T14:27:33.016285+00:00,1
AP8LrkXSwymYpob5,dimension_06,10,"body, legs, clothing",2026-04-30T14:27:33.019664+00:00,1
AP8LrkXSwymYpob5,dimension_11,11,"objects, man-made, shape",2026-04-30T14:27:33.023051+00:00,1
AP8LrkXSwymYpob5,dimension_03,12,"objects, small, man-made",2026-04-30T14:27:33.026468+00:00,1
AP8LrkXSwymYpob5,dimension_12,13,"face, body, hair",2026-04-30T14:27:33.030201+00:00,1
AP8LrkXSwymYpob5,dimension_13,14,"round, shape, dark",2026-04-30T14:27:33.033592+00:00,1
AP8LrkXSwymYpob5,dimension_08,15,"objects, dark, material",2026-04-30T14:27:33.037023+00:00,1
B16x3J7rz_rVxHZB,dimension_02,1,"hairy, mammals, round",2026-04-30T15:20:56.950576+00:00,0
B16x3J7rz_rVxHZB,dimension_07,2,"skin, body, hair",2026-04-30T15:21:30.845086+00:00,0
B16x3J7rz_rVxHZB,dimension_01,3,"yellow food, bowl, plate",2026-04-30T15:22:55.256086+00:00,0
B16x3J7rz_rVxHZB,dimension_06,4,"legs, clothing, skin",2026-04-30T15:25:35.497650+00:00,0
B16x3J7rz_rVxHZB,dimension_08,5,"round, silver, metal",2026-04-30T15:26:31.267204+00:00,0
B16x3J7rz_rVxHZB,dimension_14,6,"clustter, busy, patterns",2026-04-30T15:27:54.896073+00:00,0
B16x3J7rz_rVxHZB,dimension_12,7,"faces, young, hair",2026-04-30T15:28:54.370165+00:00,0
B16x3J7rz_rVxHZB,dimension_04,8,"trees, sky, nature",2026-04-30T15:30:00.985148+00:00,0
B16x3J7rz_rVxHZB,dimension_11,9,"round, centered objects, simple background",2026-04-30T15:32:02.492079+00:00,0
B16x3J7rz_rVxHZB,dimension_05,10,"nails, fingers, tapered",2026-04-30T15:34:58.794727+00:00,0
B16x3J7rz_rVxHZB,dimension_09,11,"body parts, clothing, humans",2026-04-30T15:35:28.377348+00:00,0
B16x3J7rz_rVxHZB,dimension_15,12,"decoration, adornment, fashion",2026-04-30T15:36:45.759888+00:00,0
B16x3J7rz_rVxHZB,dimension_10,13,"blue, furniture, horizontal",2026-04-30T15:38:40.302021+00:00,0
B16x3J7rz_rVxHZB,dimension_13,14,"round, circles, quantity",2026-04-30T15:40:01.214426+00:00,0
B16x3J7rz_rVxHZB,dimension_03,15,"colorful, many things, many things",2026-04-30T15:40:47.224206+00:00,0
B16x3J7rz_rVxHZB,dimension_02,1,"hairy, mammals, round",2026-04-30T15:41:02.974608+00:00,1
B16x3J7rz_rVxHZB,dimension_07,2,"skin, body, hair",2026-04-30T15:41:02.978316+00:00,1
B16x3J7rz_rVxHZB,dimension_01,3,"yellow food, bowl, plate",2026-04-30T15:41:02.982936+00:00,1
B16x3J7rz_rVxHZB,dimension_06,4,"legs, clothing, skin",2026-04-30T15:41:02.986490+00:00,1
B16x3J7rz_rVxHZB,dimension_08,5,"round, silver, metal",2026-04-30T15:41:02.990092+00:00,1
B16x3J7rz_rVxHZB,dimension_14,6,"clustter, busy, patterns",2026-04-30T15:41:02.994057+00:00,1
B16x3J7rz_rVxHZB,dimension_12,7,"faces, young, hair",2026-04-30T15:41:02.999208+00:00,1
B16x3J7rz_rVxHZB,dimension_04,8,"trees, sky, nature",2026-04-30T15:41:03.002893+00:00,1
B16x3J7rz_rVxHZB,dimension_11,9,"round, centered objects, simple background",2026-04-30T15:41:03.005857+00:00,1
B16x3J7rz_rVxHZB,dimension_05,10,"nails, fingers, tapered",2026-04-30T15:41:03.009484+00:00,1
B16x3J7rz_rVxHZB,dimension_09,11,"body parts, clothing, humans",2026-04-30T15:41:03.014222+00:00,1
B16x3J7rz_rVxHZB,dimension_15,12,"decoration, adornment, fashion",2026-04-30T15:41:03.017744+00:00,1
B16x3J7rz_rVxHZB,dimension_10,13,"blue, furniture, horizontal",2026-04-30T15:41:03.021558+00:00,1
B16x3J7rz_rVxHZB,dimension_13,14,"round, circles, quantity",2026-04-30T15:41:03.025379+00:00,1
B16x3J7rz_rVxHZB,dimension_03,15,"colorful, many things, many things",2026-04-30T15:41:03.029181+00:00,1
